"지점","지점명","일시","평균기온","최저기온","최저기온시각","최고기온","최고기온시각","강수계속시간","최다강수량10분","최다강수량시각10분","최다강수량1시간","최다강수량시각1시간","일강수량","최대순간풍속","최대순간풍속풍향","최대순간풍속시각","최대풍속","최대풍속풍향","최대풍속시각","평균풍속","풍정합","최다풍향","평균이슬점온도","최소상대습도","최소상대습도시각","평균상대습도","평균증기압","평균현지기압","최고해면기압","최고해면기압시각","최저해면기압","최저해면기압시각","평균해면기압","가조시간","합계일조시간","최다일사시각1시간","최다일사량1시간","합계일사량","일최심신적설","일최심신적설시각","일최심적설","일최심적설시각","합계3시간신적설","평균전운량","평균중하층운량","평균지면온도","최저초상온도","평균5CM지중온도","평균10CM지중온도","평균20CM지중온도","평균30CM지중온도","지중온도50CM","지중온도100CM","지중온도150CM","지중온도300CM","지중온도500CM","합계대형증발량","합계소형증발량","강수9_9"
177,"홍성",22/12/14,-7.6,-9.7,2400,-2.4,1,19.75,"","","","",0.5,11.2,340,3,6.2,320,4,1.8,1533,50,-9.3,67,117,87.4,3,1025.2,1031.9,1129,1024.4,9,1028.9,9.7,0.8,1100,1.17,6.56,4.2,1413,4.6,1413,4.3,5.5,5.5,0.7,-2.1,,,,,,,,,,0.4,0.6,0
177,"홍성",22/12/15,-2.2,-10,3,3.7,1734,13.5,"","","","",6.5,7.1,270,1704,3.4,230,1319,1,867,20,-4.3,59,2358,86.5,4.6,1021.9,1028.5,2355,1021.8,1503,1025.5,9.7,1.6,1100,1.37,4.02,0.6,405,3.3,405,0.8,6.3,5,-0.2,-7.1,,,,,,,,,,0.5,0.8,6.5
177,"홍성",22/12/16,-4.3,-6.6,800,-1,1,,"","","","",,5,360,206,3.3,70,1024,1.3,1139,50,-9.5,52,1840,67.1,3,1027.6,1033.5,1053,1028.5,1,1031.2,9.7,6.6,1200,1.56,7.53,,,,,,6.5,1.8,-2,-6.6,,,,,,,,,,0.7,0.9,4.3
177,"홍성",22/12/17,-6.1,-10.2,2311,-3.3,12,9.42,"","","","",4.7,8.6,360,841,4.3,360,843,1.3,1129,50,-9,55,1703,80.3,3.1,1022.6,1031.4,1,1024.7,1624,1026.2,9.7,3,1200,0.98,5.13,7.7,855,7.7,855,9,7.1,6.9,-1.5,-9.3,,,,,,,,,,0.4,0.6,0.4
177,"홍성",22/12/18,-9.8,-15.4,806,-6.8,1508,4.92,"","","","",0.4,4.1,70,1224,3.3,70,1233,0.7,625,50,-13.7,45,1106,74.9,2.2,1021,1025.8,1012,1023.4,1447,1024.7,9.7,8.6,1100,1.8,10.78,1.7,2355,5.9,1,1.7,5.6,5.1,-0.6,-15,,,,,,,,,,0.6,0.9,0.4
177,"홍성",22/12/19,-7.9,-15.2,600,-3,1504,3.5,"","","","",0,3.7,50,1256,2,50,1256,0.8,653,50,-11.1,40,1328,79,2.7,1024.1,1029.6,2400,1025.1,114,1027.8,9.7,5.9,1300,1.54,8.2,0.1,55,5.6,55,0.1,3.6,3.6,-0.3,-10.2,,,,,,,,,,0.6,0.9,
177,"홍성",22/12/20,-4.8,-13,720,1.3,1515,,"","","","",,3.3,50,1343,2.3,50,1343,0.5,471,50,-7.9,52,1225,80.8,3.5,1023.3,1031.6,925,1021.2,2358,1026.9,9.7,8.2,1200,2.23,10.53,,,3.7,1,,3.6,1,-0.3,-12.2,,,,,,,,,,0.9,1.3,3.5
177,"홍성",22/12/21,1.6,-3.9,1,3.9,1600,15.05,"","","","",4.1,7.7,340,2031,4.2,320,2105,0.9,806,290,-0.2,63,2236,88.6,6.1,1009.1,1021.3,1,1010,1434,1012.6,9.7,0.2,1400,0.43,2.04,0,,3.2,1,0,9.4,7.3,0.2,-3.5,,,,,,,,,,0.4,0.6,0.9
177,"홍성",22/12/22,-4.4,-6.9,2202,1.2,1,22.67,"","","","",1.4,12,340,1620,6,320,2330,2.9,2525,320,-8.9,54,1615,71.1,3.2,1008.2,1012.6,2216,1010.4,1322,1011.7,9.7,2.1,1200,1.56,6.04,4.8,1955,5.4,1955,6,8.9,8.9,0.4,-4.5,,,,,,,,,,0.8,1.1,1.4
177,"홍성",22/12/23,-7.2,-10.2,2324,-4.7,1415,22.5,"","","","",0.5,15.1,320,420,6.2,320,819,3.5,3054,320,-11.5,55,18,71.1,2.5,1011.4,1018.4,2304,1012.1,2,1015,9.7,0.8,1400,1.08,5.46,4,2355,5.2,2355,4.5,8.9,8.9,0.3,-5.9,,,,,,,,,,0.5,0.7,0.2
177,"홍성",22/12/24,-10.3,-14.2,744,-6.4,1538,3.83,"","","","",0,4.8,50,1234,3.6,50,1239,1.1,950,50,-14,54,1506,75.5,2.1,1018.2,1023.6,2139,1018.3,1,1021.9,9.7,8.7,1200,1.87,10.9,0.3,55,5.5,55,0.3,1.6,1.6,0.2,-11.1,,,,,,,,,,0.6,0.8,
177,"홍성",22/12/25,-6.1,-13.5,544,1.3,1631,,"","","","",,3.9,50,1426,3,70,1431,0.8,714,70,-9,52,1638,80.8,3.2,1021,1026.2,2336,1023.3,1,1024.6,9.7,9,1100,2.31,11.78,,,2.3,1,,1.1,0.4,-0.9,-10.9,,,,,,,,,,0.9,1.4,
177,"홍성",22/12/26,-5.3,-9.6,328,0.2,1555,,"","","","",,2.5,50,1229,1.8,50,1232,0.5,452,50,-7.6,59,1334,84.9,3.5,1023.6,1028.8,2331,1025.5,201,1027.3,9.7,6.2,1100,1.34,7.04,,,1.5,1,,3.3,0,-1.5,-11.2,,,,,,,,,,0.6,0.8,
177,"홍성",22/12/27,-3.7,-10.7,722,2.4,1357,,"","","","",,2.9,50,1443,2.1,50,1449,0.5,415,50,-6.8,52,1315,80.8,3.7,1026.3,1031.5,934,1028.6,42,1029.9,9.7,8.6,1200,2,10.35,,,1,1,,2.9,1.5,-1.6,-11.1,,,,,,,,,,0.9,1.3,0
177,"홍성",22/12/28,-2.9,-7.2,2340,0.6,1358,1.08,"","","","",0,6.7,50,1028,4.4,50,1035,1.4,1232,50,-7.3,48,1217,73.4,3.5,1027.7,1034.1,2341,1028.9,412,1031.3,9.7,7.1,1200,1.89,9.21,0.2,555,0.7,555,0.2,2.9,2.9,-1.2,-9.2,,,,,,,,,,0.9,1.2,
177,"홍성",22/12/29,-4,-9.7,502,0.3,1518,0.58,"","","","",0,3.2,50,1249,2,50,1253,0.6,516,50,-7.8,39,1301,77,3.4,1029.9,1034.5,249,1032.2,1418,1033.5,9.7,3.1,1200,1.33,6.53,,,,,,6.1,6.1,-1.4,-10.1,,,,,,,,,,0.6,0.9,0.1
177,"홍성",22/12/30,-2,-5,2312,1.5,1316,4.83,"","","","",0.1,4.4,50,1420,3.5,50,1426,1,847,50,-4.1,65,1228,86,4.5,1029.1,1033.6,947,1031.3,1452,1032.7,9.7,3.9,1000,1.1,6.7,0.4,255,0.4,255,0.4,6,6,-0.9,-8.7,,,,,,,,,,0.6,0.9,0
177,"홍성",22/12/31,-1.2,-6.9,254,5.5,1534,1.58,"","","","",0,6.9,290,1316,3.5,290,1347,1,835,180,-5.3,43,1513,75.6,4.1,1028,1033.4,1009,1030.2,1759,1031.6,9.7,4.7,1200,1.64,6.56,,,,,,4.9,4.9,-1,-7.8,,,,,,,,,,0.8,1.1,0
192,"진주",22/12/01,0.1,-1.9,2355,5.2,1403,,"","","","",,8.3,340,1140,3.9,20,1436,1.6,1393,20,-13.3,20,1357,37.4,2.2,1026.8,1032.7,152,1028.3,1440,1030.6,10,5.7,1200,2.09,10.22,,,,,,6.6,,2.6,-5.5,,,,,,,,,,1.5,2.1,
192,"진주",22/12/02,0.2,-3.1,2259,6.3,1441,,"","","","",,5,140,1154,2.5,110,1109,0.7,595,20,-10,27,1413,48,2.9,1026.4,1033.1,914,1028,1708,1030.1,10,8.6,1200,2.21,13.11,,,,,,3.6,,3.4,-6.9,,,,,,,,,,1.5,2.2,
192,"진주",22/12/03,3.1,-3.3,46,9.7,1522,,"","","","",,3.4,230,1503,1.8,110,1359,0.4,364,20,-3.1,44,1155,64.9,5,1022.3,1028.8,7,1023.3,1455,1026,10,3.5,1400,1.14,6.32,,,,,,6.6,,5.3,-5.6,,,,,,,,,,1.1,1.5,
192,"진주",22/12/04,5,1.8,2347,8.2,1448,,"","","","",,7.2,90,1116,3.3,70,1226,1.2,1073,70,-10.5,16,1408,34.9,3.1,1024.1,1029.8,1025,1024.9,28,1027.8,9.9,7.4,1000,1.32,8.84,,,,,,7.6,6.5,6.9,-1.6,,,,,,,,,,1.7,2.5,
192,"진주",22/12/05,2.2,-2,2400,7.9,1432,,"","","","",,5.6,50,621,2.7,70,927,1.2,1051,50,-17.1,13,1657,22.9,1.6,1023.1,1028.8,1043,1024.6,1459,1026.8,9.9,5.4,1200,1.47,8.44,,,,,,5.5,,3.2,-8.2,,,,,,,,,,1.5,2.2,
192,"진주",22/12/06,0.6,-5.8,650,9.6,1411,,"","","","",,4.7,230,1602,2.4,270,1602,0.6,488,50,-9.5,24,1450,49.4,3,1020.7,1027,1,1021.8,1454,1024.5,9.9,8.6,1200,1.99,11.8,,,,,,1.8,,1.9,-9.2,,,,,,,,,,1.7,2.4,
192,"진주",22/12/07,2.5,-4.2,404,12.1,1502,,"","","","",,5,320,1619,1.9,290,1619,0.5,456,20,-5.9,24,1615,58.4,4,1020.9,1026.3,2358,1022.4,1424,1024.6,9.9,8.2,1200,1.94,11.39,,,,,,2,1.5,2.3,-7.4,,,,,,,,,,1.5,2.2,
192,"진주",22/12/08,3.4,-4.5,744,12.3,1451,,"","","","",,3.5,110,1401,1.5,230,1132,0.3,292,70,-4,29,1455,62.9,4.6,1022.2,1028.2,914,1024.4,1408,1025.9,9.9,8.5,1200,2.06,11.29,,,,,,3.5,2.8,3.1,-9.2,,,,,,,,,,1.4,2,
212,"홍천",22/12/26,-8.5,-14.3,724,-0.7,1504,,"","","","",,2.2,20,1346,1.4,180,1657,0.3,288,180,-12.2,49,1506,75.8,2.5,1009.9,1030.2,2314,1026,1400,1028.3,9.6,4.5,,,,,,,,,3.5,0.6,-2.9,-8.8,,,,,,,,,,,,
212,"홍천",22/12/27,-7.1,-13.8,747,1.7,1506,,"","","","",,4.5,270,1522,1.9,270,1522,0.4,315,180,-11.7,36,1500,72.6,2.6,1012.5,1033.7,946,1028.4,1504,1030.9,9.6,5.7,,,,,,,,,1.1,0.4,-2.8,-8.9,,,,,,,,,,,,
212,"홍천",22/12/28,-5.3,-10.7,343,0.6,1408,,"","","","",0.1,8,290,1324,4,290,1305,1.3,1154,250,-12.5,33,1137,61.3,2.4,1012.7,1033.7,2306,1028.7,1412,1030.9,9.6,5.8,,,,,,,,,1.8,1.6,-2.2,-7.9,,,,,,,,,,,,
212,"홍천",22/12/29,-6.2,-13.4,747,0.6,1516,,"","","","",,5,340,1322,2.3,250,1603,0.6,488,50,-13.2,30,1459,60.9,2.3,1015.5,1035.7,747,1031.1,1516,1033.8,9.6,5.5,,,,,,,,,1.9,1.1,-2.8,-9.5,,,,,,,,,,,,
212,"홍천",22/12/30,-4.4,-8.5,2400,1.5,1408,,"","","","",,4.6,200,1500,2.3,290,1450,0.5,430,180,-9,48,1354,71.6,3.1,1014.6,1034.4,1001,1030.6,1442,1032.8,9.6,4.6,,,,,,,,,2.8,1,-1.9,-8,,,,,,,,,,,,
212,"홍천",22/12/31,-5.7,-11.7,521,-0.7,1505,,"","","","",0,2.9,50,825,1.6,50,826,0.5,468,50,-9,59,1353,78.3,3.2,1014.1,1034.4,912,1030.4,2058,1032.3,9.6,0.1,,,,,,,,,5.3,5.3,-2.3,-9.1,,,,,,,,,,,,
216,"태백",22/12/01,-7.5,-10.7,741,-3.4,1406,,"","","","",,10.1,320,1138,4.2,340,1152,1.5,1290,270,-20.9,19,538,34.6,1.2,940.2,1032.5,841,1026.3,1426,1029.8,9.8,6.8,,,,,,,,,4.1,2,-2,-13.4,,,,,,,,,,,,
216,"태백",22/12/02,-5.5,-9.2,631,-0.4,1258,,"","","","",,8.8,320,1148,4,320,1111,1.1,942,50,-17,16,1100,43.1,1.7,940.6,1031.8,734,1027.4,1335,1029.5,9.8,6.8,,,,,,,,,1,1,-1,-13.8,,,,,,,,,,,,
216,"태백",22/12/03,0.2,-6.4,9,3.2,1010,,"","","","",,11,320,905,4.8,230,602,1.8,1545,230,-6.5,37,2336,61.4,3.9,937.1,1028.6,1,1021.3,1238,1023.6,9.8,3.9,,,,,,,,,7.8,3.4,-1.4,-10.3,,,,,,,,,,,,
216,"태백",22/12/04,-3,-7,2339,-0.1,1421,,"","","","",,9,360,311,3.5,360,1019,1.2,1020,200,-18.5,16,941,30.3,1.4,940.1,1030.3,2321,1022.7,104,1028,9.8,1.8,,,,,,,,,8.1,3.6,-1.6,-11.6,,,,,,,,,,,,
216,"태백",22/12/05,-3.5,-6.8,18,2.4,1228,,"","","","",,5.9,320,2309,2.8,340,1437,1.2,1003,270,-19.9,11,1255,28.4,1.3,938.8,1030.7,217,1022.9,1400,1026.8,9.8,5.4,,,,,,,,,4.6,2.5,0.8,-11.8,,,,,,,,,,,,
216,"태백",22/12/06,-3.7,-6.7,147,-0.4,1245,,"","","","",,13.3,320,2400,4,230,1023,2.1,1839,230,-9.9,38,1,62.3,2.9,934.6,1026.6,222,1019.3,1330,1022.3,9.7,5,,,,,,,,,3.9,2.4,-1.4,-10.9,,,,,,,,,,,,
216,"태백",22/12/07,0,-2.4,34,2.3,1348,,"","","","",0,10.7,320,8,3.5,230,8,1.9,1613,200,-7.3,40,1406,58.6,3.6,934.9,1023.8,2350,1018.8,1347,1021.3,9.7,5.3,,,,,,,,,3.8,2.5,0.5,-5.5,,,,,,,,,,,,
216,"태백",22/12/08,-0.1,-4.1,2358,6.2,1342,,"","","","",,5.5,360,1001,3.5,230,1011,1,864,20,-11.8,17,1411,43.9,2.5,938.5,1026.8,746,1022.6,1447,1025.3,9.7,6.9,,,,,,,,,1.5,0,0.1,-10.7,,,,,,,,,,,,
216,"태백",22/12/09,-1.2,-6.3,703,5,1414,,"","","","",,9.4,230,1400,4.5,230,1344,0.9,755,50,-6.6,55,42,67.1,3.8,936.5,1027,208,1019.4,1510,1023.5,9.7,2.8,,,,,,,,,5.4,3.8,-0.7,-11.3,,,,,,,,,,,,
216,"태백",22/12/10,-1,-6.9,752,6.5,1245,,"","","","",0,5.5,50,1538,3.8,70,1547,0.6,551,50,-8.3,17,1248,62.8,3.4,934,1024.3,650,1015,1430,1020.7,9.7,4.7,,,,,,,,,4.3,2,-1.7,-14.4,,,,,,,,,,,,
216,"태백",22/12/11,-1.8,-5.4,637,4.8,1339,,"","","","",,6.8,70,1111,4.7,70,1431,1.1,941,70,-5.7,47,1344,75.6,4.1,936.2,1027.5,2333,1019.8,1339,1023.5,9.7,6.2,,,,,,,,,1.6,0.6,-0.8,-12.2,,,,,,,,,,,,
216,"태백",22/12/12,-0.6,-6.5,448,5.9,1312,,"","","","",0,13.3,200,1456,6.5,230,1518,1.9,1642,230,-5.3,49,1207,72.5,4.1,933,1027.5,244,1014,2222,1019.5,9.7,3.8,,,,,,,,,7,3.4,-1.1,-13,,,,,,,,,,,,
216,"태백",22/12/13,-2.8,-6.6,2355,-0.2,1,,"","","","",2.7,13.3,270,1701,5.5,230,1710,2.3,1952,250,-7,59,138,72.3,3.6,928.6,1018.2,2357,1013.2,119,1015.5,9.6,0.4,,,,,,,,,8,7.1,-1.3,-4,,,,,,,,,,,,
216,"태백",22/12/14,-11.8,-14.3,749,-6.6,1,,"","","","",0,11.7,290,940,4.5,340,1044,2.1,1804,250,-22,26,1140,43.5,1.1,934.5,1028.1,2238,1018,1,1025.1,9.6,6.9,,,,,,,,,0.6,0.3,-1.6,-9.7,,,,,,,,,,,,
216,"태백",22/12/15,-6.5,-13.5,12,-2.1,2022,,"","","","",0,11.2,250,2150,5.3,230,1312,2.1,1849,230,-10.5,58,1,73.1,2.8,935.2,1027.7,10,1020.5,1618,1023.9,9.6,1.9,,,,,,,,,,,-1.5,-9,,,,,,,,,,,,
216,"태백",22/12/16,-6.6,-12.9,758,-1,1400,,"","","","",,6.2,250,30,2.9,250,2,0.9,780,200,-19.3,11,1412,41,1.4,939,1031.6,853,1022.3,3,1028.1,9.6,6.9,,,,,,,,,6,2.4,-1.4,-8.4,,,,,,,,,,,,
216,"태백",22/12/17,-9.6,-13.4,2356,-6.2,1344,,"","","","",,9.4,340,1235,3.2,320,1157,1.5,1283,200,-20.1,29,2235,42.3,1.3,933.6,1028.5,1,1020.4,1451,1023.3,9.6,4.3,,,,,,,,,4.1,2.1,-1.6,-10.9,,,,,,,,,,,,
216,"태백",22/12/18,-12.9,-15.5,221,-9.4,1423,,"","","","",,11,340,1226,3.3,270,1246,1.7,1441,230,-24.1,29,1325,38.9,0.9,930.4,1024,2356,1017.7,1341,1020.9,9.6,6.9,,,,,,,,,0.4,0,-2.3,-12.3,,,,,,,,,,,,
216,"태백",22/12/19,-9.8,-14.4,47,-6.6,1429,,"","","","",,12.4,340,1120,3.5,270,1311,1.7,1445,200,-18,34,1047,51.8,1.6,935.2,1028.2,2354,1022.7,320,1025,9.6,6.9,,,,,,,,,0.4,0.3,-2.6,-12.4,,,,,,,,,,,,
216,"태백",22/12/20,-6.1,-11.5,750,-0.4,1341,,"","","","",,5.8,320,346,3.1,180,1419,1,892,180,-16.3,23,1051,46.3,1.8,937.5,1030.4,841,1023.1,2333,1026.3,9.6,6.9,,,,,,,,,,,-2.5,-12,,,,,,,,,,,,
216,"태백",22/12/21,-2.4,-7.2,100,1.2,1455,,"","","","",2.3,7.8,230,1333,4.9,230,1341,1.4,1230,230,-5.9,52,345,77.3,4.1,925.4,1023.4,1,1007,2351,1011.8,9.6,1,,,,,,,,,7.3,6.1,-1.7,-7.4,,,,,,,,,,,,
216,"태백",22/12/22,-10.6,-15.5,2347,-2.6,2,,"","","","",,12,230,1942,6,230,1121,2.4,2074,250,-19,36,654,50.1,1.4,917.7,1008.2,528,1003.4,1244,1006.2,9.6,6.7,,,,,,,,,1,0.5,-2,-8.3,,,,,,,,,,,,
216,"태백",22/12/23,-14.8,-17.1,652,-11.3,1429,,"","","","",,14,320,1138,3.9,340,1141,1.8,1537,320,-21.9,41,1310,55.1,1.1,918.4,1016,2352,1004.2,1304,1008.5,9.6,6.8,,,,,,,,,3.3,0.3,-2.7,-9.6,,,,,,,,,,,,
216,"태백",22/12/24,-8.9,-17.8,419,0.7,1345,,"","","","",,6.4,50,1231,3,70,1217,0.7,575,20,-13.7,52,1503,69.8,2.3,929.6,1022.1,2314,1014.4,1342,1018.7,9.6,6.1,,,,,,,,,3,1.3,-2.5,-10.4,,,,,,,,,,,,
216,"태백",22/12/25,-7.4,-12.3,703,1,1257,,"","","","",,7.9,340,1115,4,340,1348,1,838,320,-13,36,1052,65.8,2.3,933,1025.8,2326,1016.9,1255,1021.9,9.6,6.8,,,,,,,,,0.4,0,-2.6,-9.8,,,,,,,,,,,,
216,"태백",22/12/26,-7.4,-14.2,708,1.9,1435,,"","","","",,4,230,1555,2.6,230,1520,0.5,397,200,-13.7,28,1350,65.4,2.2,936.9,1029.3,2355,1021.6,1405,1026.1,9.6,6.1,,,,,,,,,1.4,0.4,-2.8,-10.7,,,,,,,,,,,,
216,"태백",22/12/27,-6.4,-13.6,716,3.2,1308,,"","","","",,4.4,340,1514,2.3,180,1214,0.7,591,200,-15.2,21,1450,55.9,1.9,939.7,1031.9,753,1023.8,1407,1028.8,9.6,6.9,,,,,,,,,2.1,1.3,-2.8,-11,,,,,,,,,,,,
216,"태백",22/12/28,-5,-8.1,3,-1.8,1319,,"","","","",,9.4,200,827,3.6,230,829,1.7,1435,200,-13.8,35,1544,51,2.1,938.4,1030,1,1023.7,1332,1026.9,9.6,6.9,,,,,,,,,,,-2.4,-8,,,,,,,,,,,,
216,"태백",22/12/29,-6.4,-10.2,350,-3.2,1410,,"","","","",,9.7,320,1333,3.6,320,1337,1.5,1258,340,-16.6,27,1530,46,1.7,941.8,1033,2117,1028.7,1340,1031.1,9.6,6.9,,,,,,,,,0.8,0,-2.6,-9,,,,,,,,,,,,
216,"태백",22/12/30,-5.1,-9.2,2348,-0.3,1350,,"","","","",0,8.6,340,643,3.3,320,713,1.3,1084,250,-11.5,38,1234,61.9,2.5,941.7,1032.8,3,1027.8,1434,1030.6,9.7,6.9,,,,,,,,,1.3,0.4,-2.5,-9.1,,,,,,,,,,,,
216,"태백",22/12/31,-5.2,-9.5,419,-2.3,1229,,"","","","",,8.9,270,1240,3,290,1243,1.4,1249,270,-11.4,53,517,62.1,2.6,940.4,1031.3,140,1027.6,1433,1029.2,9.6,6.9,,,,,,,,,2.6,0.1,-2.6,-9.4,,,,,,,,,,,,
217,"정선군",22/12/01,-5.1,-9.3,758,-0.1,1333,,"","","","",,11.7,50,1557,5.9,50,1452,2.1,1810,180,-18,24,1019,36,1.5,992,1034.1,836,1028.1,1435,1031.4,9.8,6.3,,,,,,,,,1.3,0,-1.7,-9.4,1.3,1.1,3.3,5,,,,,,,,
217,"정선군",22/12/02,-4.3,-10.3,750,1.3,1333,,"","","","",,12.5,50,1559,7.2,50,1554,1.3,1161,360,-14.6,21,1310,47.6,2,991.8,1034.8,833,1028.3,1545,1031.1,9.8,6.4,,,,,,,,,0.8,0,-2,-10.1,0.6,0.2,2.3,3.9,,,,,,,,
217,"정선군",22/12/03,-0.7,-6.1,116,3.3,1146,,"","","","",,7,180,1337,3.6,50,957,1.2,1076,340,-5.5,55,1,69.9,4.1,987.7,1030.5,28,1024.1,1429,1026.3,9.8,0.5,,,,,,,,,7.6,4.8,-0.6,-6.9,0.6,0,1.9,3.4,,,,,,,,
217,"정선군",22/12/04,-1.5,-5.2,2355,2.1,1313,,"","","","",,5.7,70,1554,2.8,230,557,1.1,992,200,-15.5,15,1539,35.5,1.9,991,1032.3,2306,1026.3,57,1029.9,9.8,2.7,,,,,,,,,7.5,0.1,-0.6,-7,0.7,0,1.8,3.1,,,,,,,,
217,"정선군",22/12/05,-3.6,-7,756,2.3,1320,,"","","","",,6.3,180,1327,3.1,20,338,1.4,1218,360,-16.7,17,1325,37.4,1.7,990.2,1033.2,243,1025.3,1529,1029.3,9.7,5.4,,,,,,,,,4.4,0.1,-1.4,-8.7,0.5,-0.1,1.6,2.9,,,,,,,,
217,"정선군",22/12/06,-3,-9,552,1.4,1432,,"","","","",,12.3,50,1542,6.7,20,1542,1.5,1264,20,-9.3,39,1553,62.8,3.1,985.5,1028.4,226,1021.4,1413,1024.3,9.7,1.7,,,,,,,,,4.3,4,-1.5,-9.4,0.2,-0.5,1.3,2.6,,,,,,,,
217,"정선군",22/12/07,2,-2.4,142,5.6,1403,,"","","","",0.1,21.8,50,1333,9.9,20,1336,2.6,2285,20,-6,32,1303,57.8,3.9,984.9,1026.1,2332,1021,1325,1023,9.7,3,,,,,,,,,5,3.9,0.2,-4.6,0.4,-0.3,1.3,2.4,,,,,,,,
235,"보령",22/12/12,3.1,-2.3,324,7.5,1137,,"","","","",1,6.3,230,1841,4,180,1809,1.4,1200,200,-2.4,49,1005,68.3,5.3,1018.9,1024.8,35,1016.7,2041,1020.1,9.7,3.5,,,,,,,,,7.8,5,3.4,-6.8,,,,,,,,,,,,
235,"보령",22/12/13,3.9,-1.2,2353,7,1432,,"","","","",0.8,10.5,20,2021,3.9,250,1406,1.8,1557,290,-2.2,38,1438,65,5.2,1018.2,1023.7,2351,1017.3,613,1019.4,9.7,1.4,,,,,,,,,9.5,8,4.4,-0.4,,,,,,,,,,,,
235,"보령",22/12/14,-5.3,-7.4,753,-1.1,1,,"","","","",0.1,9.5,360,45,5.3,20,245,2.8,2386,20,-9.7,59,1053,71.5,3,1026.2,1030.2,1121,1023.3,2,1027.5,9.7,7.6,,,,,,,,,5.3,5.1,1.6,-6.2,,,,,,,,,,,,
235,"보령",22/12/15,0.3,-6.6,13,5.7,1556,,"","","","",2,10,230,1544,6.3,200,1407,2.7,2301,50,-3.2,61,1254,77.9,5,1023.2,1027.5,2359,1020.7,1547,1024.5,9.7,3.1,,,,,,,,,8.4,6.9,1.9,-6.1,,,,,,,,,,,,
235,"보령",22/12/16,-2.8,-5.3,722,-0.5,1,,"","","","",,6.2,360,332,4.2,360,335,2,1746,20,-11,36,1403,54,2.7,1028.8,1032.4,1054,1027.6,1,1030.1,9.7,5.4,,,,,,,,,7.5,6.6,0.6,-6.3,,,,,,,,,,,,
235,"보령",22/12/17,-4.2,-6.7,2358,0.7,803,,"","","","",2.2,12.9,20,923,7.3,360,930,1.8,1530,50,-7.9,53,3,75.6,3.5,1023.4,1030.4,1,1023.1,842,1024.7,9.7,1.4,,,,,,,,,8.1,6.9,0.2,-7.8,,,,,,,,,,,,
235,"보령",22/12/18,-7,-9,825,-4.5,1520,,"","","","",0,5.3,50,940,3.3,50,1054,1.6,1348,50,-13.4,40,1127,62.3,2.3,1022,1024.4,2255,1022,1435,1023.3,9.7,6.1,,,,,,,,,6.5,5.6,1.9,-1.3,,,,,,,,,,,,
235,"보령",22/12/19,-4.4,-10.7,622,1.3,1504,,"","","","",0,4.4,50,2320,2.6,50,2015,1,836,50,-9.7,46,1309,67.9,3,1024.9,1027.8,2400,1023.7,56,1026.2,9.7,7.4,,,,,,,,,4.1,3.4,1.7,-2.5,,,,,,,,,,,,
235,"보령",22/12/20,-0.5,-6.3,354,5.3,1434,,"","","","",,4.3,70,516,2.8,50,247,1.3,1102,50,-7.1,47,1201,61.9,3.6,1023.9,1029.8,929,1019.9,2351,1025.2,9.7,7.7,,,,,,,,,4.9,4.3,0.3,-3.3,,,,,,,,,,,,
235,"보령",22/12/21,3.6,0.7,4,6.3,1241,,"","","","",4.8,6.6,340,2354,3.5,200,639,0.9,778,340,0.5,40,59,81.4,6.5,1010.4,1019.8,1,1009.2,1355,1011.6,9.7,0.1,,,,,,,,,9,6.6,3.5,-0.8,,,,,,,,,,,,
235,"보령",22/12/22,-4,-6.9,2306,1.8,13,,"","","","",1.4,8.7,20,1702,4.3,360,2023,2.5,2121,360,-7,55,108,79.6,3.7,1009.6,1012,2256,1009.5,1301,1010.9,9.7,0.4,,,,,,,,,9.1,8.4,1.9,-1.5,,,,,,,,,,,,
235,"보령",22/12/23,-5.9,-7.2,815,-3.6,1537,,"","","","",0,10.1,360,1725,4.4,360,907,2.9,2516,360,-10,61,1449,72.6,2.9,1012.8,1016.6,2239,1011.6,36,1014.1,9.7,0.8,,,,,,,,,9.4,7,1.8,1.6,,,,,,,,,,,,
235,"보령",22/12/24,-7.6,-10.3,833,-4.3,1558,,"","","","",0,7.8,50,824,4.1,50,832,1.6,1361,50,-13.2,47,1507,64.5,2.2,1019.2,1022.6,2224,1016.4,1,1020.5,9.7,8.1,,,,,,,,,,,1.9,-1.1,,,,,,,,,,,,
235,"보령",22/12/25,-3.3,-9.5,435,2.8,1304,,"","","","",,4.9,50,1148,2.6,360,1546,0.6,498,20,-7.1,56,1439,75.4,3.6,1022.3,1025.2,2340,1022.1,115,1023.6,9.7,7.6,,,,,,,,,3,2.4,1.8,-1.9,,,,,,,,,,,,
235,"보령",22/12/26,-2,-6.3,634,2.9,1313,,"","","","",,4.7,360,1336,2.7,360,1338,0.5,410,50,-5.7,58,1450,77.1,4,1024.7,1027.6,2338,1024.5,148,1026,9.7,6.1,,,,,,,,,2.8,2,0.8,-2.7,,,,,,,,,,,,
235,"보령",22/12/27,-0.4,-4.7,747,5.1,1404,,"","","","",,4.8,20,1421,2.7,200,1310,0.3,253,50,-5,45,1159,72.9,4.2,1027.4,1030.3,1003,1027.4,42,1028.7,9.7,8.2,,,,,,,,,6,2.8,0.4,-2.9,,,,,,,,,,,,
