"가뭄","누적강수량","가조시간","평균기온","수위"
"정상",1262.7,12.4,24.8,190
"정상",1239.9,12.1,14.5,190
"정상",1256.1,10.4,8.4,189
"정상",1280.5,10.1,8.5,189
"보통습윤",1298.9,9.7,-1.3,190
"정상",1219.2,9.6,-14,188
"보통가뭄",173,14.3,17.3,188
"보통가뭄",172.7,14.4,21,188
"심한가뭄",152.5,14.6,22.2,188
"정상",643.9,14.5,24.1,191
"정상",715.6,14.3,24.1,190
"정상",840.3,13.8,24.7,190
"보통가뭄",269.2,11,1.8,71
"정상",193,11.8,12.4,74
"보통습윤",363.7,14.3,17.5,82
"정상",371.9,14.7,25.7,68
"정상",372,14.7,23.4,64
"정상",725.5,14,33,30
"정상",864.2,13.1,26.1,56
"정상",1025.2,10.9,13.3,65
"정상",324,14.7,21.9,122
"정상",629.5,14.1,25,123
"정상",970.3,13.3,28.8,123
"정상",1022.2,13,28.1,228
"정상",1118,12.9,23.7,165
"정상",1150,10.8,13.4,123
"정상",1128.1,10,4.5,123
"정상",1124.1,9.7,1.3,123
"정상",1047.5,9.7,-0.6,123
"정상",568.7,10.5,-1.2,123
"정상",324.7,10.9,2.7,123
"정상",326.4,11,-4.8,123
"정상",326.4,11.2,1.5,123
"정상",253.1,14.1,21.1,123
"정상",267,14.4,14.8,123
"정상",322.9,14.7,21.6,122
"정상",473.5,14.2,30.5,123
"정상",480.4,14.1,30.1,123
"정상",706,13,22.9,123
"정상",761.5,12.6,24.1,124
"약한가뭄",719.3,9.8,4,123
"정상",446.9,11.1,-1.2,123
"정상",370.6,11.2,-1.5,123
"약한가뭄",156.5,12.3,13.3,123
"보통가뭄",147,14.2,21,122
"보통가뭄",147,14.2,21.1,122
"심한가뭄",120.8,14.5,23.4,122
"심한가뭄",126.4,14.6,22.4,122
"심한가뭄",125.4,14.6,24.4,122
"심한가뭄",125.5,14.7,23.6,122
"약한가뭄",403.8,14.2,28,123
"정상",998.2,10,4,71
"정상",998.2,10,6.9,71
"정상",1026.7,9.7,-1.3,71
"정상",1025.9,9.7,5,72
"정상",863.6,13.3,24.6,123
"정상",925.4,13.1,19.4,123
"정상",1025.7,9.7,-0.7,123
"심한습윤",661.6,11.1,3.5,76
"정상",248.6,11.8,3.8,72
"정상",259.3,12.1,11.2,68
"약한가뭄",168.5,12.8,11.6,76
"보통가뭄",139.9,14,22.1,74
"보통가뭄",139.9,14.1,21.1,73
"보통가뭄",145.9,14.3,23.1,62
"심한가뭄",238.2,14.4,25,56
"정상",347.2,14.5,21.3,12
"약한가뭄",571,13.4,25.7,12
"정상",855,10.9,11.8,12
"정상",847.4,10.6,11.4,12
"정상",865.4,10.5,9.6,12
"정상",861.5,10.3,8.5,12
"정상",812,10,3.7,11
"정상",557.9,10,-3.2,11
"정상",538.2,10.2,1,11
"정상",510.4,10.5,-2.8,11
"정상",239.4,11.9,9.8,10
"정상",201,12.7,9,11
"정상",206.4,13.3,12.9,11
"약한가뭄",190.5,14.1,13.7,11
"약한가뭄",272.1,14.6,27,11
"보통가뭄",420.5,14.1,28.5,12
"정상",669.9,10,2.2,53
"정상",489.9,10.6,-9.9,42
"약한가뭄",247.7,11.2,4.8,45
"정상",260.6,11.5,5.3,42
"정상",251.5,12.4,12.2,39
"보통습윤",392.6,14.2,20,46
"정상",643.8,14.4,27.9,30
"정상",666.3,13.7,27.5,23
"정상",664.8,13.6,30.2,21
"정상",1071.4,12.6,18.2,46
"정상",1007.6,11,9.3,45
"정상",947.1,9.7,-7.5,36
"심한습윤",756.4,11,1.2,51
"정상",286.8,11.8,3.5,29
"정상",267.7,12.5,4.9,30
"정상",261.9,13.5,14.3,46
"정상",218.1,14.2,21.7,37
"정상",241.5,14.3,19.3,41
"정상",772,12.2,16.6,44
"정상",851.6,11.7,19,69
"정상",795.6,10.9,15.1,46
"정상",762.3,10.8,8.5,45
"정상",825,10,7,48
"정상",819,9.8,-5.7,138
"정상",822.9,9.8,3.9,138
"정상",799.4,9.9,0.2,138
"심한습윤",552.8,11.4,5.9,138
"심한습윤",500.2,11.8,3.3,138
"정상",326.2,13.5,12.5,138
"정상",317.1,14.6,22.7,138
"정상",546.2,14.4,22.8,139
"정상",546.2,14.4,22.9,138
"정상",919.8,14,25.8,139
"심한습윤",1547,11.9,15.6,138
"심한습윤",1514.3,10.5,9.9,138
"심한습윤",1462,10,2.4,138
"심한습윤",1363.7,9.7,-1.3,138
"심한습윤",1363.7,9.7,-0.1,138
"심한습윤",1148.9,10.1,3.2,138
"정상",207.8,12.9,10.6,138
"정상",220.1,13,11.8,138
"정상",247.9,14.1,22.1,138
"정상",295.5,14.4,14.1,138
"정상",386.1,14.6,22.9,138
"정상",389.7,14.7,21.9,138
"정상",525.1,14.5,24.8,139
"약한가뭄",195.6,14.6,19.6,138
"약한가뭄",412.8,14.2,25.1,138
"약한가뭄",412.8,14.1,25.5,138
"약한가뭄",452.1,13.8,27,138
"정상",859.9,11.7,19.2,138
"정상",860.5,11.6,15.7,139
"정상",840.2,9.9,6.1,138
"정상",812.4,9.7,-7.3,138
"정상",557.3,14.3,26.5,138
"정상",599.3,14,24.7,139
"정상",605.1,13.8,26.4,138
"정상",624.1,13.5,22.9,138
"정상",727.5,13.3,21,138
"정상",796,13.1,21.5,139
"정상",850.8,11.3,17.2,138
"정상",867.4,10.9,7.6,138
"정상",785.1,10,5.2,138
"정상",711.7,9.7,2.4,138
"정상",711.8,9.7,0.8,138
"정상",232.3,12.1,2.9,138
"정상",188.2,12.3,5.6,139
"정상",1102.2,10.5,10.8,12
"정상",1110.4,10.2,8,12
"정상",1083.4,9.7,-2.8,11
"정상",285,12.9,7.3,67
"정상",317.8,13.1,8.9,67
"보통습윤",415.3,13.8,15.7,59
"보통습윤",480,14.4,20.6,59
"보통습윤",476.1,14.5,21.7,41
"정상",800.9,14,30.5,31
"정상",839.3,13.3,24.8,31
"정상",1012,11,10.9,47
"정상",1051,10.4,8.5,82
"정상",1014,10.3,7.1,72
"정상",1015.4,9.8,8.9,73
"정상",914.3,9.7,-5.9,56
"정상",910.8,9.7,-2.7,54
"정상",239.6,13,10,39
"정상",241.1,13.2,13.9,35
"정상",241.3,13.4,18.9,34
"약한가뭄",222,14.4,18.1,40
"약한가뭄",232.1,14.6,18.6,36
"보통가뭄",231.4,14.6,22.1,35
"보통가뭄",251,14.6,21.6,39
"보통가뭄",251,14.6,22,23
"보통가뭄",443.9,13.9,29.1,30
"약한가뭄",692.1,12.1,17.9,54
"정상",740.9,9.8,5.6,12
"정상",748.2,10.2,3.6,12
"정상",604.5,10.6,-1.6,12
"정상",338,12.9,8.1,12
"정상",355.7,13.6,10.8,11
"정상",382.1,14.1,18.5,11
"정상",416.4,14.1,16.6,7
"보통습윤",1186.8,13.5,27.3,13
"보통습윤",1292.3,12.9,23.4,13
"보통습윤",1383.6,12.7,21.3,13
"보통습윤",1397.6,12.2,18.7,13
"보통습윤",1388.3,11.4,15.9,12
"보통습윤",1366.2,10.6,3.6,12
"보통습윤",1330.4,10.3,9.6,12
"보통습윤",1193.4,9.7,-1,11
"보통습윤",1193.4,9.7,1.1,11
"보통습윤",1127.7,9.8,-15.3,11
"보통습윤",936,10,3.7,11
"약한가뭄",253.7,11.6,7,11
"약한가뭄",167.9,11.8,7.9,11
"정상",211.7,12.7,11.7,11
"정상",211,12.8,11.6,11
"정상",211,12.9,11.7,11
"정상",257.3,14,19.9,11
"정상",808.4,13.9,28.9,20
"정상",859.5,13.2,24.3,19
"정상",1237.5,12.3,21,49
"보통습윤",1253.9,10.4,9.4,64
"정상",1202.6,10.2,7.3,56
"정상",808.9,9.8,-0.9,34
"보통습윤",804.2,10.3,-0.3,26
"정상",303,11.8,4.6,19
"약한가뭄",210.1,14.3,21.7,37
"정상",468.7,14,28.3,34
"약한가뭄",533.3,13.2,22.4,34
"약한가뭄",544.1,12.9,24.5,39
"약한가뭄",567.2,12.7,24,43
"정상",799.1,9.8,9.6,11
"정상",573.8,11.1,6.2,11
"심한습윤",562.7,11.4,7.2,12
"정상",379,14.1,18.1,11
"정상",300.2,14.3,15.5,11
"심한습윤",1437.2,11,10.8,12
"심한습윤",1449.2,10.7,12.2,12
"보통습윤",1413.1,10.5,7.2,12
"보통습윤",1263.3,9.7,2.1,11
"보통습윤",787.5,10.4,7.2,11
"정상",388.2,11.2,3,11
"정상",387.3,11.3,9.8,11
"약한가뭄",170.7,11.9,8.2,11
"정상",237.8,13.6,14.3,11
"정상",344.7,14.5,18.7,11
"정상",718,13.3,24.9,11
"정상",888.1,11.9,21.2,12
"정상",888,10.5,10,12
"정상",737.6,9.8,-0.7,11
"정상",551.7,9.9,-2.4,11
"정상",255,12.2,4.8,11
"정상",220.6,13,19.1,11
"정상",269.7,13.7,12.4,11
"약한가뭄",225.4,14.2,19.3,11
"보통가뭄",215.1,14.4,18.4,11
"약한가뭄",387.6,14.3,26.5,11
"정상",821.9,12.5,24.6,12
"정상",809.4,9.7,-1.5,11
"정상",281.4,11,3,10
"약한가뭄",240.9,11.2,4.7,8
"정상",251.2,12.5,13.5,46
"정상",231.7,12.6,16.4,46
"정상",276.9,12.9,17.4,63
"정상",304.5,13.3,11.8,61
"정상",402.1,13.8,17.1,57
"심한습윤",451.7,14.2,18.1,63
"보통습윤",451.7,14.2,18.1,61
"심한습윤",828.3,14.5,24,46
"정상",808.8,13.9,30.7,22
"약한가뭄",310.5,11,-2.1,20
"약한가뭄",306.1,11.1,1.1,20
"보통가뭄",180.8,11.4,5,20
"정상",266.9,14,15.4,20
"보통가뭄",450.2,14.1,24.9,20
"약한가뭄",594,13.7,28,21
"보통가뭄",598.3,13.5,29.1,20
"보통가뭄",691.7,12.9,22.2,20
"정상",625,13.6,28.8,11
"정상",797,13.1,26.2,20
"정상",797.3,13.1,27.1,17
"정상",784.4,12.2,21.4,63
"정상",878.1,9.9,0.2,37
"정상",875.9,9.9,4.7,37
"정상",683.8,9.9,-2.6,33
"정상",632.1,9.9,-2.6,22
"정상",630.6,10.4,-1.2,21
"보통습윤",642.4,10.9,0.6,39
"보통습윤",642.1,11,1.4,38
"보통가뭄",716.8,11.3,14.2,20
"보통가뭄",624.9,10.7,11.7,20
"약한가뭄",645,10.1,7.7,20
"약한가뭄",587.2,9.8,0.1,20
"보통가뭄",202.4,14,19.4,66
"정상",262.8,14.1,15,73
"정상",293.1,14.3,17.9,71
"정상",293.1,14.3,18.8,71
"정상",293.8,14.4,19.4,71
"정상",293.6,14.4,19.1,71
"약한가뭄",640.5,13.1,23.3,28
"약한가뭄",652,12.9,21.6,59
"정상",1072.9,11.7,17.5,59
"보통습윤",813.7,10.6,0.9,11
"심한습윤",537,11.7,7.3,11
"약한가뭄",208.4,13,8.9,11
"정상",395.9,14.1,13.7,11
"정상",622.8,14.4,23.9,11
"정상",876.8,13.9,26.5,12
"정상",931.2,13.5,28.1,11
"보통습윤",1270.3,12.4,22,11
"정상",1246.1,11.3,12.1,11
"보통습윤",1243.2,10.8,13,11
"정상",1184.2,10.6,10,11
"정상",1078.4,10.1,5.5,11
"정상",850.1,9.9,-1.7,11
"정상",618.2,10.1,-2.3,11
"정상",545.9,10.4,-0.2,11
"정상",531.2,10.5,0.8,11
"정상",492.6,10.8,3.8,11
"정상",478.5,14.5,22.5,11
"보통습윤",960.7,14,27.2,11
"정상",1067.9,12.3,20.7,11
"정상",1047.5,10.5,8.2,11
"정상",919.7,9.9,0.7,11
"정상",859.6,9.9,0.3,11
"정상",400.3,10.3,5.8,11
"정상",349.3,10.8,0.3,11
"정상",324.7,11.1,-3,11
"약한가뭄",213.9,11.5,7.7,11
"정상",243.7,12.1,4.3,11
"약한가뭄",217.2,13,13.8,11
"심한가뭄",170.5,14.4,21.6,11
"심한가뭄",172.9,14.5,21.2,11
"보통가뭄",350.8,14.2,26,11
"보통가뭄",505.2,13.3,27,11
"보통가뭄",515.7,12.9,22.7,11
"보통가뭄",641.2,12.1,18.3,11
"약한가뭄",604.2,10.2,9.2,11
"정상",412.7,14.2,19.3,59
"정상",415.5,14.4,21.5,55
"정상",661.5,14,28.6,47
"정상",663.6,13.7,29.3,42
"정상",940.5,12.4,22.7,53
"정상",948.5,11.9,19.5,50
"정상",948.5,11.8,17.4,67
"정상",1102.9,11.5,11.7,75
"정상",986.3,10.4,8.4,80
"정상",451.4,11.5,8.5,65
"정상",376.8,14.3,19.7,67
"정상",636.3,14.3,24.6,59
"정상",654.1,14.2,24.6,50
"정상",863.2,14.1,27.3,71
"정상",1007.8,12.6,25.9,60
"정상",1004.8,12.4,23.6,55
"정상",1326.9,11.8,22.8,74
"정상",1320.1,11.6,17.3,83
"정상",1268.7,10.4,6.4,49
"정상",1066.2,9.8,8.2,20
"정상",913.2,9.9,3.2,20
"정상",913.2,9.9,2.5,20
"정상",932.7,10.1,0.1,20
"정상",397.9,13.9,15,20
"정상",409.8,14.4,21.5,20
"정상",727.6,14.4,20.3,21
"정상",732.1,14.3,21.1,21
"정상",1152.5,13.5,27.4,21
"보통습윤",1464.3,12.5,20.8,21
"정상",1474,12.3,18.2,21
"정상",1414.5,11,10.6,20
"정상",1414.5,10.8,10.4,20
"정상",1031.4,9.8,2,20
"정상",663.9,10.5,0.6,20
"정상",508,10.8,4.6,20
"정상",221.9,12.3,8.2,20
"정상",291,12.8,12.9,20
"정상",522.7,14.5,22,20
"정상",562.3,14.4,23.9,20
"정상",1102.2,13.6,25.6,21
"정상",1189.2,12.8,22.2,20
"정상",1189.1,12.7,22.3,20
"정상",1160.9,11,11.6,20
"정상",1113.3,10.3,8.6,20
"정상",592.1,9.9,-0.2,27
"정상",190.6,11.5,5.5,1
"정상",190.1,12.2,6.1,1
"정상",219.7,12.8,5.8,2
"정상",293.4,13.6,15.7,26
"정상",783.9,14.3,30.1,15
"정상",790,14,30,14
"정상",986.5,13,25.6,49
"정상",980.5,12.1,19.4,15
"정상",1035.7,11.4,9.7,35
"정상",1026.7,11,14,23
"정상",836.9,10,5.8,30
"정상",828.8,9.9,2.6,27
"정상",842.3,9.7,0,33
"정상",792.7,9.6,0.6,21
"정상",494.6,10,-1.4,17
"정상",495.4,10.6,-6.1,18
"정상",264.8,12.2,3.3,18
"정상",193.1,13.3,13.8,6
"정상",490,10.1,2.9,82
"정상",488.1,10.2,-3.1,85
"정상",347.8,11,3.4,77
"보통습윤",367.8,12.2,6.4,100
"정상",537.8,14.5,22.6,79
"정상",881.8,14.4,21.3,98
"정상",880.6,13.9,29.1,45
"정상",885.8,13.7,27.1,50
"정상",1009.6,13.1,22.2,85
"정상",1147.9,10.3,8.6,95
"정상",443.9,11.5,10.2,85
"보통습윤",379.6,12.4,12.3,98
"정상",270.1,13.7,16.2,59
"정상",388.6,14.5,19.2,83
"정상",617,14.4,24.2,91
"정상",803.9,13.8,27.7,85
"정상",821.5,13.3,24.4,89
"정상",982.8,12.5,22.4,79
"정상",982.8,12.3,21.1,86
"정상",1259.3,10.9,9.8,96
"정상",1161.4,10.2,5.2,86
"정상",891.7,9.9,-0.3,28
"정상",918.7,10,2.4,28
"정상",763.7,10.6,-1.6,28
"보통습윤",437.9,12.4,14.6,28
"정상",270.3,12.9,9.2,28
"정상",274.7,13.1,11.4,28
"정상",354.6,13.7,17.7,28
"정상",411.2,14.3,20.2,27
"정상",412.4,14.4,19.8,27
"정상",834.1,14.3,19.5,28
"정상",1086.9,14,24.6,28
"보통습윤",1415,13.6,26.5,28
"정상",1556.4,11.9,18.9,28
"보통가뭄",188.5,14.7,20.4,46
"보통가뭄",189.5,14.8,24.3,45
"심한가뭄",242.2,14.5,22.4,26
"심한가뭄",480.8,12.8,27.3,33
"보통가뭄",558.4,12.6,20.7,37
"심한가뭄",578.3,10.9,11.1,36
"심한가뭄",569.2,10.7,13.7,33
"보통가뭄",569.2,10.4,6.8,51
"약한가뭄",579,9.6,3.1,107
"정상",563.4,10.1,3.2,107
"정상",328.2,12.3,7.9,66
"정상",328.2,12.4,9.7,65
"정상",329.9,13.3,15.2,61
"정상",399.9,13.7,12.5,76
"정상",449.9,13.8,15.6,82
"정상",481.2,14.2,14.3,76
"정상",613.8,14.6,21.8,95
"정상",735.9,14.4,26.2,28
"정상",1272.4,12.1,15.7,44
"정상",1194.9,10.1,1.3,84
"정상",1172.4,10,5.3,77
"정상",1172.4,10,2.2,77
"정상",1194.8,9.8,-6.8,63
"심한습윤",952.3,10.9,-0.5,53
"정상",348.5,12.1,9.9,55
"정상",255.3,13.4,15.7,50
"정상",270.8,13.6,15.3,54
"약한가뭄",237.3,13.9,13.6,58
"정상",311,14.5,19.8,59
"정상",442.3,14.5,22.3,19
"정상",702.1,13.9,26.6,24
"정상",712.2,13.4,23.3,20
"정상",768.3,13.1,21.9,25
"정상",872.4,12.3,18.2,30
"정상",961.5,11.9,20.4,32
"정상",1078.1,11.6,9.5,68
"정상",1045.6,11.2,12,59
"정상",983.4,10.2,3.2,74
"정상",953.1,10,0.3,72
"정상",941.7,9.8,5.8,360
"정상",413.5,12.5,8.9,360
"정상",302.3,12.7,3.4,360
"정상",291.7,13.1,12.3,360
"정상",330.1,13.5,9.7,360
"정상",360.6,14.4,18,360
"정상",517.2,14.6,21,360
"심한습윤",1823.5,12.7,21.2,361
"심한습윤",1837,12,15.7,360
"심한습윤",1813.5,11.9,13.8,360
"심한습윤",1815.5,11.6,11,360
"심한습윤",1776.3,11,8,360
"심한습윤",1768.7,10.1,2.2,360
"심한습윤",1568.5,9.9,-13.5,360
"심한습윤",1568.5,9.9,-17.2,360
"약한가뭄",240.5,11.8,6,360
"정상",243.2,12.3,6.1,360
"정상",243.2,12.3,8.8,360
"정상",278.8,12.6,15.8,360
"정상",388.9,14.5,16.9,360
"정상",676.8,14.4,23.8,360
"정상",697.3,14.3,24.3,360
"정상",705.9,13.9,25.4,360
"정상",771.4,13.3,21.8,360
"정상",1015.8,12.4,19.6,360
"정상",1008.9,11.3,15.3,360
"정상",1015.3,10.9,9,360
"정상",973.7,10,2.1,360
"정상",870.1,9.8,2.3,360
"정상",278.6,12.4,5,360
"보통가뭄",239.1,14.6,21.6,360
"보통가뭄",245.7,14.6,24.4,360
"약한가뭄",403.7,14.5,25.6,360
"약한가뭄",433.6,14.3,22,359
"약한가뭄",492.3,14.3,21.1,359
"약한가뭄",506.6,14.2,22.4,359
"정상",759.7,12.4,22.7,359
"정상",692,11.9,16.3,359
"정상",728.9,10.9,8.1,360
"정상",768.2,10,7.1,360
"정상",753.2,9.9,-1,360
"정상",209.6,11.9,15,44
"정상",371,14,15.6,77
"정상",408.5,14.6,21.1,80
"정상",408.5,14.6,24.8,78
"정상",405,14.6,25.7,78
"보통습윤",659.5,14.5,25.4,63
"정상",994,13,25.7,60
"정상",1050.4,12.8,23.8,64
"정상",997.8,12,19.1,61
"정상",990.9,10.5,12.5,68
"정상",963.6,10.1,7.2,66
"심한습윤",702.4,11,3,46
"정상",340.9,11.4,8.2,44
"정상",212,13,11.9,37
"정상",226.7,13.5,12.4,37
"정상",225.8,13.5,13.5,37
"정상",258,14.3,17.8,58
"약한가뭄",430.5,14.2,28.7,46
"약한가뭄",488.2,14.1,28.7,50
"보통가뭄",554.6,13.2,24.1,49
"보통가뭄",560.2,13,23.8,50
"약한가뭄",696.4,10.6,12.4,61
"정상",727.5,10.1,13.6,57
"정상",691.1,9.8,11.1,30
"정상",605.4,10.2,4.9,30
"보통습윤",499.1,11.4,7.7,30
"정상",329.7,12.4,7.2,30
"정상",330.7,13.9,17.4,30
"정상",301.7,14.3,18.4,30
"정상",433.4,14.6,22.3,30
"정상",525.1,14.5,23.1,30
"보통습윤",1032.6,13.9,28.4,32
"보통습윤",1032.6,13.9,29.1,32
"심한습윤",1414.5,13.4,27.8,32
"심한습윤",1501.7,10.1,7.9,31
"심한습윤",1058.8,10,-1.5,30
"심한습윤",1062.4,10.1,2,30
"약한가뭄",188.7,12.2,6.1,30
"정상",239.3,13.4,21.4,30
"정상",308.6,14,21.6,30
"정상",345.9,14.2,20.6,30
"정상",808.9,13.9,25.9,31
"정상",1155.8,10.1,5.9,31
"정상",1057.9,9.7,-2.3,31
"정상",1049.6,9.7,7.2,31
"정상",949.3,9.8,0.8,31
"정상",743.9,10.4,0.9,30
"보통습윤",641.9,11,0.3,30
"정상",221.7,12.5,9.2,30
"보통가뭄",192.9,14.5,25.6,30
"정상",417.4,14.4,27.6,30
"정상",505,14.3,24.9,30
"정상",516.2,14.1,27.4,30
"정상",815.9,13.4,26.4,30
"정상",833.7,11.2,9.9,30
"정상",796.1,10.3,10.4,30
"정상",852.4,9.9,0.2,30
"정상",419,10.9,5.7,31
"정상",307.6,12.8,7.2,37
"정상",299.8,12.9,12.2,29
"정상",302.9,12.9,13.5,26
"정상",430,14.3,21.2,42
"정상",430.1,14.4,21.6,44
"정상",417.5,14.5,19.6,45
"정상",641.7,14,29.8,36
"정상",633.5,13.7,29.6,24
"정상",931.6,12.4,22.9,42
"정상",297.1,12.4,9.4,17
"약한가뭄",219.8,13.2,15.2,17
"정상",245.1,13.6,11.2,22
"약한가뭄",240.4,14.2,15.3,42
"약한가뭄",249.8,14.5,19.1,40
"정상",987.4,12,19.7,35
"정상",1030.3,11.3,13.7,45
"정상",1021.1,10.8,13.9,20
"정상",763.6,10.5,0.6,14
"심한습윤",619,11.5,5.7,14
"심한습윤",554.4,11.6,3,14
"심한습윤",545.8,11.7,7.1,14
"정상",336.5,13.9,17.4,14
"정상",323.2,14.4,19.9,14
"정상",323.2,14.4,21.4,14
"정상",592.2,14.3,23.4,14
"심한습윤",1438.6,12.6,19.8,14
"약한가뭄",250.7,14,18.7,14
"정상",327.6,14.6,23.6,14
"약한가뭄",639.6,13.1,21.1,14
"정상",764.3,12.7,22.2,14
"약한가뭄",696.1,10.1,9.6,14
"심한습윤",1409.2,10.8,10.1,12
"심한습윤",1392.9,9.9,2.4,14
"심한습윤",1392.9,9.9,0.9,14
"심한습윤",1335.2,9.8,-4.1,14
"심한습윤",1335.2,9.8,-2.4,14
"정상",259.7,12.3,10.3,14
"정상",317,14.2,17.3,14
"정상",424.8,14.6,21.9,14
"정상",496.9,14.5,21.4,14
"정상",625.7,14.3,26.5,14
"정상",623.7,14,27.3,14
"정상",704.3,13.5,24.2,14
"정상",739.8,13.3,24.8,14
"정상",947.5,13.1,21,14
"정상",1008.1,12,20.7,14
"정상",1023.1,11.8,23.8,14
"정상",1037.5,10.8,13.4,14
"정상",1045.7,10.5,11.1,14
"정상",1067.6,10.3,9.9,14
"정상",1015.5,10.2,8.6,14
"정상",1045.1,9.9,5.1,14
"정상",1022.6,9.9,5.2,14
"정상",1015.7,9.8,6.7,14
"정상",710.8,10.2,3.6,14
"정상",696.3,10.4,-1.4,14
"정상",300,11.4,2.3,14
"정상",299.5,12,9.6,14
"약한가뭄",172.3,14.7,21.6,156
"약한가뭄",177.7,14.8,21.4,156
"정상",277.3,14.8,25.3,157
"정상",464.7,14.6,26.5,156
"보통습윤",1216.9,13.5,26.9,157
"보통습윤",1543.3,11,10.8,156
"심한습윤",1550.7,9.8,-4.5,156
"심한습윤",1551.3,9.7,-4.2,156
"정상",587.5,10.3,-7.5,50
"정상",543.6,10.5,-0.9,57
"정상",475.2,10.9,3,56
"정상",399.4,14.1,18.5,86
"보통습윤",686.2,14.5,25.7,74
"정상",658.6,14.3,29.3,60
"정상",1045.9,10.4,10.3,77
"정상",1029.8,9.9,4.8,66
"정상",741.7,9.9,0.5,54
"정상",741.7,9.9,0.7,55
"보통습윤",746.5,10.8,-0.1,64
"심한습윤",747.1,11,2.6,62
"심한습윤",765.6,11.2,5.4,64
"정상",288.2,11.7,7,64
"보통가뭄",227.6,12.7,13.4,70
"정상",223.9,13,10.9,75
"약한가뭄",221,13.8,17.3,76
"약한가뭄",260.9,14.1,18.7,74
"정상",895.6,11.5,19.6,81
"정상",859.5,10.5,9.5,68
"정상",821.8,10,6.6,68
"정상",509.8,10.4,6.6,52
"정상",509.8,10.4,5.9,52
"보통습윤",476.3,11.6,4.9,52
"보통습윤",477.5,11.7,5.7,52
"정상",249.6,13.2,13,52
"정상",275.9,13.3,10,52
"정상",317.6,14,16.9,52
"정상",338.6,14.2,18.1,52
"정상",815.5,14.1,23.3,52
"심한습윤",1820.8,12.3,20.7,52
"심한습윤",1801.7,11.9,19.3,52
"심한습윤",1796.3,11.4,14.8,52
"심한습윤",1693.3,10.1,8.1,51
"심한습윤",1690,9.9,3.3,51
"심한습윤",1671.2,9.8,3.5,51
"심한습윤",1584.6,9.8,-2.7,51
"심한습윤",1546.4,9.8,3.9,51
"심한습윤",1504.8,10,-5.1,51
"심한습윤",1020.1,10.5,8.3,51
"정상",369.8,14.1,16.5,52
"정상",368.8,14.3,17.6,52
"정상",535.4,14.5,21.9,52
"정상",674.7,14.4,26.4,52
"정상",674.7,14.3,28.4,52
"정상",828.6,9.8,1.9,52
"정상",624.2,10.1,0.4,51
"약한가뭄",219.5,11.5,4.1,51
"보통가뭄",322.9,14.3,26,52
"보통가뭄",557.7,13,24.8,52
"보통가뭄",546.1,11.9,20.9,52
"보통가뭄",535,10.8,15.4,51
"보통가뭄",567,10.2,13.6,51
"약한가뭄",548.8,9.8,5.1,51
"정상",624.4,9.9,-7.5,1
"정상",458.5,10.1,3.9,12
"정상",255.2,11.9,16.7,50
"정상",302.7,12.2,5,56
"정상",284.3,12.8,7.3,55
"정상",409.8,13.9,14.3,63
"정상",435.2,14.6,23.6,58
"심한습윤",665.7,14.5,21.6,55
"정상",727.3,13.8,29.6,40
"정상",980.6,12.3,21.3,46
"정상",1008.2,11.3,13.5,58
"정상",1008.2,11.1,12.4,56
"정상",993.2,10.9,11.5,56
"정상",954.7,9.8,2.1,54
"정상",596.7,10,4.1,55
"정상",597.7,10.2,0.3,41
"정상",597.7,10.2,-0.2,40
"정상",611.9,10.5,2.6,47
"정상",611.9,10.6,6.5,49
"정상",611.9,10.7,-1.8,49
"정상",607.5,11.2,4.2,50
"정상",328,11.4,6.6,48
"정상",328,11.5,8,48
"정상",287.5,11.8,4.3,43
"정상",290.3,12,5.8,44
"정상",291.9,12.5,6.2,46
"정상",255.1,14.4,18.2,34
"정상",253.9,14.5,20.4,36
"보통가뭄",342.9,14.4,24,35
"정상",540.2,14,29.2,46
"약한가뭄",637.4,13,23.1,48
"약한가뭄",664.5,12.8,24.9,49
"정상",832.2,10.7,12.4,82
"정상",843,9.9,6.4,7
"정상",820.2,9.8,4.5,7
"정상",783.4,9.8,5.6,7
"정상",735.7,10.2,3.7,7
"정상",622.6,10.4,4.8,7
"정상",621.9,10.8,7.3,7
"정상",614.1,10.8,8.8,7
"정상",558.9,11.2,8.1,7
"정상",326.1,14.2,13.7,7
"정상",321.4,14.5,24.8,7
"정상",455.6,14.6,21.7,7
"심한습윤",1447.4,11.8,18.7,8
"심한습윤",1369.7,10.1,5.2,7
"보통습윤",1286.9,9.8,-1.7,7
"심한습윤",1275.1,9.7,5.4,7
"심한습윤",1270.8,9.8,3.8,7
"보통습윤",759.9,10.5,-1.5,7
"정상",391.9,11.1,15.3,7
"정상",404.4,11.4,10.7,7
"정상",255.6,12.7,16.3,7
"정상",287.2,14.2,16.6,7
"정상",418.1,14.5,22.5,7
"정상",941.3,12.8,23.2,7
"정상",1025.6,11.3,13.1,7
"정상",687.7,9.8,2.9,7
"정상",692.4,9.8,-3.6,7
"정상",652.3,9.8,-3.2,7
"정상",652.2,9.8,-1.3,7
"정상",684.5,10.5,-1.5,7
"보통습윤",687.4,10.8,2.4,7
"정상",322.9,11.8,15.6,7
"정상",230.2,13.2,11.6,7
"보통가뭄",212.8,14.2,19.9,7
"약한가뭄",252.2,14.6,23.7,6
"정상",584.9,13.6,28.7,7
"정상",680.1,13.5,25.5,7
"정상",792.6,12.5,23.6,7
"정상",778.2,12.3,27.6,7
