"행정구역","SPI6","가뭄","계절","누적강수량","가조시간","평균기온","합계일조시간","평균상대습도","평균지면온도","수위","저수량","방류량","강유역","댐"
"경상남도",1.277,"보통습윤","여름",1511.6,14.1,29.3,5.9,83.5,35.5,18,9.13,0.35,"낙동강","구천"
"경상남도",1.277,"보통습윤","여름",1511.6,14.1,29.3,5.9,83.5,35.5,18,4.29,0.21,"낙동강","연초"
"경상남도",0.31,"정상","여름",715.5,14.2,29.1,8.9,68.5,39.5,43,375,9.1,"낙동강","합천"
"경상북도",0.2,"정상","여름",561.2,14.3,30.9,12.3,65,39.5,31,696.82,6,"낙동강","안동"
"경상북도",0.2,"정상","여름",561.2,14.3,30.9,12.3,65,39.5,31,370.63,41.87,"낙동강","임하"
"경상남도",0.477,"정상","봄",334.7,13.9,17.8,11.1,54.8,23.5,13,30.04,1.12,"낙동강","밀양"
"경상남도",0.306,"정상","봄",425.7,13.9,16.5,10.3,60.3,20.5,92,149.44,57.76,"낙동강","남강"
"경상북도",1.253,"보통습윤","봄",342.6,14,15.5,0,86.4,17.1,55,590.35,28.48,"낙동강","안동"
"경상북도",1.253,"보통습윤","봄",342.6,14,15.5,0,86.4,17.1,55,344.78,10.05,"낙동강","임하"
"대구광역시",1.057,"보통습윤","봄",315.7,14,17.7,0,70.5,18.2,49,17.57,0.4,"낙동강","군위"
"충청북도",1.041,"보통습윤","봄",345.7,14,15.7,0,85.1,16.8,78,1034.62,101.45,"금강","대청"
"광주광역시",0.575,"정상","봄",394.8,13.9,18.2,0,90.6,18.2,83,4.49,0.35,"영섬","평림"
"강원도",1.026,"보통습윤","봄",316.2,14.1,13.2,0,90.4,15.5,49,54.68,3.7,"한강","횡성"
"전라북도",1.07,"보통습윤","봄",418.8,14,17.5,0,82.1,17.1,68,21.57,0.76,"영섬","부안"
"전라북도",0.316,"정상","봄",468.4,14,15.8,0.1,84.5,16.7,77,401.55,12.71,"영섬","용담"
"경상남도",1.221,"보통습윤","봄",783.9,13.9,18.5,0,95.4,17.4,65,9.36,0.4,"낙동강","구천"
"경상남도",1.221,"보통습윤","봄",783.9,13.9,18.5,0,95.4,17.4,65,4.44,0.17,"낙동강","연초"
"경상남도",1.09,"보통습윤","봄",384.7,14,16.6,0,78,18,56,302.47,5.04,"낙동강","합천"
"경상북도",1.04,"보통습윤","봄",323.4,14,17.4,0,71.4,17.1,58,5.13,0.26,"낙동강","보현산"
"경상북도",1.04,"보통습윤","봄",323.4,14,17.4,0,71.4,17.1,58,56.18,7.48,"낙동강","영천"
"충청남도",1.263,"보통습윤","봄",384.5,14,16.2,0,94.5,15.9,63,47.8,2.88,"금강","보령"
"경상북도",1.548,"심한습윤","봄",440.9,14.1,13.3,0,86.3,15.7,37,0.36,2.68,"낙동강","영주"
"경상남도",0.333,"정상","봄",432.8,13.9,17,0.2,78,17.7,92,145.79,74.83,"낙동강","남강"
"전라남도",0.183,"정상","봄",400.7,13.9,17.9,0.4,88.4,18.6,76,55.23,1.82,"영섬","장흥"
"경상남도",0.512,"정상","봄",340.5,14,17.3,0,79.5,18,13,30.15,1,"낙동강","밀양"
"경상북도",1.25,"보통습윤","봄",348.3,14.1,18.6,8.9,76.5,21,56,590.68,28.56,"낙동강","안동"
"경상북도",1.25,"보통습윤","봄",348.3,14.1,18.6,8.9,76.5,21,56,345.16,10.09,"낙동강","임하"
"대구광역시",1.081,"보통습윤","봄",320.7,14,20.6,7.1,68.3,21.8,48,17.62,0.4,"낙동강","군위"
"경상남도",0.343,"정상","봄",440.7,14,19.6,6.8,73.8,21.8,92,143.73,75.65,"낙동강","남강"
"전라남도",0.18,"정상","봄",403.6,13.9,18.3,7.7,81.8,21.7,77,55.56,1.82,"영섬","장흥"
"경상남도",0.57,"정상","봄",351,14,20.3,6.4,72.9,22.8,13,30.25,0.94,"낙동강","밀양"
"경상북도",1.071,"보통습윤","봄",328.9,14,19.8,7.2,73,20.6,61,5.17,0.26,"낙동강","보현산"
"경상북도",1.071,"보통습윤","봄",328.9,14,19.8,7.2,73,20.6,61,56.18,7.51,"낙동강","영천"
"경상남도",1.359,"보통습윤","봄",832.4,13.9,19.7,5.3,91.8,21.8,66,9.37,0.6,"낙동강","구천"
"경상남도",1.359,"보통습윤","봄",832.4,13.9,19.7,5.3,91.8,21.8,66,4.45,0.18,"낙동강","연초"
"경상남도",1.063,"보통습윤","봄",386.7,14,20.2,7.2,70.4,23.3,57,303.71,4.99,"낙동강","합천"
"강원도",0.845,"정상","봄",316.5,14.1,17.2,7.7,79,18.8,51,54.96,3.67,"한강","횡성"
"전라북도",0.345,"정상","봄",475.4,14,17,8.5,74.9,21.9,79,404.07,12.74,"영섬","용담"
"광주광역시",0.543,"정상","봄",398.9,14,18.5,8.1,84.4,21.3,84,4.54,0.34,"영섬","평림"
"충청남도",1.22,"보통습윤","봄",386.3,14,13.7,5.5,96.6,19.1,63,49.18,3.07,"금강","보령"
"충청북도",0.963,"정상","봄",346.7,14.1,17.4,7.4,77.3,20.2,76,1030.45,101.71,"금강","대청"
"경상북도",1.549,"심한습윤","봄",446.4,14.1,17.6,8.7,72.1,20.7,40,0.38,2.68,"낙동강","영주"
"전라북도",1.03,"보통습윤","봄",419.8,14,13.9,4.1,86.5,17.8,67,21.98,0.71,"영섬","부안"
"전라남도",-0.244,"정상","여름",428.6,14.4,18.9,0,95.6,21.3,60,52.46,4.09,"영섬","장흥"
"대구광역시",1.257,"보통습윤","여름",390.2,14.6,17,0,81,19.5,39,17,0.75,"낙동강","군위"
"충청남도",0.923,"정상","여름",409.7,14.6,20.9,4.6,86.3,27.4,25,50.35,3.42,"금강","보령"
"충청북도",0.734,"정상","여름",371.2,14.6,20.6,2.6,60.3,23.7,64,921.42,84.48,"금강","대청"
"경상남도",0.451,"정상","여름",410.4,14.5,18.1,1.4,82.6,22,72,30.57,1.25,"낙동강","밀양"
"강원도",1.812,"심한습윤","여름",499,14.7,19.4,4.5,61.1,24.3,28,63.72,8.42,"한강","횡성"
"경상북도",1.025,"보통습윤","여름",387.9,14.6,19.1,4.2,66.9,23.8,18,565.18,33.04,"낙동강","안동"
"경상북도",1.025,"보통습윤","여름",387.9,14.6,19.1,4.2,66.9,23.8,18,316.39,26.05,"낙동강","임하"
"충청북도",0.724,"정상","여름",371.2,14.6,22,7.2,60.6,26.1,63,914.74,85,"금강","대청"
"강원도",1.787,"심한습윤","여름",499,14.7,21.3,11.1,56.1,30.9,28,62.93,8.37,"한강","횡성"
"경상남도",0.28,"정상","여름",529.4,14.5,18.5,1.3,83,21.4,83,117.15,38.84,"낙동강","남강"
"전라북도",0.411,"정상","여름",506.4,14.5,18.6,3.4,80,24.7,60,397.9,12.81,"영섬","용담"
"충청남도",0.922,"정상","여름",408.4,14.6,19.4,8.9,92,27.7,23,50.09,3.45,"금강","보령"
"경상북도",1.272,"보통습윤","여름",492,14.7,19,7.5,66.9,28.6,10,0.27,0.28,"낙동강","영주"
"전라남도",-0.249,"정상","여름",428.6,14.5,21.4,7.8,78.8,26.1,58,52.19,4.53,"영섬","장흥"
"경상남도",0.44,"정상","여름",410.4,14.5,18.7,0.4,80,22.4,72,30.49,1.29,"낙동강","밀양"
"경상남도",0.971,"정상","여름",442.1,14.5,19.1,1.2,79.1,22.5,50,302.05,7.99,"낙동강","합천"
"대구광역시",1.241,"보통습윤","여름",390.2,14.6,19.1,2.9,64.4,22.6,38,16.94,0.75,"낙동강","군위"
"전라북도",0.902,"정상","여름",435.7,14.5,20,8.1,74.3,27.8,65,20.94,0.81,"영섬","부안"
"광주광역시",0.343,"정상","여름",421.8,14.5,21.4,6,78,24.8,72,4.3,0.37,"영섬","평림"
"경상북도",1.004,"보통습윤","여름",382.6,14.6,18.5,4.3,64.8,21.6,74,4.91,0.27,"낙동강","보현산"
"경상북도",1.004,"보통습윤","여름",382.6,14.6,18.5,4.3,64.8,21.6,74,48.19,9.02,"낙동강","영천"
"경상남도",1.557,"심한습윤","여름",1016.8,14.5,18.5,0.6,90.1,20.9,76,9.33,0.31,"낙동강","구천"
"경상남도",1.557,"심한습윤","여름",1016.8,14.5,18.5,0.6,90.1,20.9,76,4.44,0.05,"낙동강","연초"
"경상북도",1.017,"보통습윤","여름",387.9,14.6,19.5,3.8,64.8,25.6,17,562.74,33.04,"낙동강","안동"
"경상북도",1.017,"보통습윤","여름",387.9,14.6,19.5,3.8,64.8,25.6,17,314.07,27.52,"낙동강","임하"
"광주광역시",0.319,"정상","여름",421.8,14.5,22.6,9.1,73.9,27.8,75,4.27,0.37,"영섬","평림"
"경상남도",0.263,"정상","여름",529.4,14.5,20.1,3.9,73.4,22.1,85,116.68,38.93,"낙동강","남강"
"전라북도",0.894,"정상","여름",435.2,14.6,21.6,8.8,73.4,28.5,64,20.85,0.84,"영섬","부안"
"전라남도",-0.261,"정상","여름",428.6,14.5,20.8,7.9,80.1,26.1,53,51.93,4.28,"영섬","장흥"
"경상북도",0.992,"정상","여름",382.6,14.6,19.8,4.4,66.9,21.5,74,4.89,0.27,"낙동강","보현산"
"경상북도",0.992,"정상","여름",382.6,14.6,19.8,4.4,66.9,21.5,74,47.76,9.02,"낙동강","영천"
"경상남도",0.419,"정상","여름",410.4,14.5,21.1,4.5,65.4,26.4,72,30.41,1.3,"낙동강","밀양"
"경상남도",1.548,"심한습윤","여름",1016.8,14.5,20.1,4.5,83.9,23.7,75,9.34,0.31,"낙동강","구천"
"경상남도",1.548,"심한습윤","여름",1016.8,14.5,20.1,4.5,83.9,23.7,75,4.45,0.04,"낙동강","연초"
"충청북도",0.713,"정상","여름",371.2,14.6,23.1,7.6,59.8,27,65,908.64,86.07,"금강","대청"
"대구광역시",1.23,"보통습윤","여름",390.2,14.6,20.3,6.3,65,25.2,36,16.88,0.75,"낙동강","군위"
"경상북도",1.257,"보통습윤","여름",492,14.7,19.6,3.7,63.3,29.9,9,0.27,0.24,"낙동강","영주"
"강원도",1.731,"심한습윤","여름",499,14.8,20.9,5.9,65.8,28.2,28,62.14,8.38,"한강","횡성"
"충청남도",0.905,"정상","여름",408.4,14.6,20.5,9.1,90.9,27.8,22,49.87,3.38,"금강","보령"
"충청북도",0.444,"정상","여름",372,14.7,21.5,0.3,73.3,24,60,869.85,85.9,"금강","대청"
"경상남도",0.726,"정상","여름",448.6,14.6,21.8,0.1,79.9,25.8,54,298.76,9.99,"낙동강","합천"
"강원도",1.516,"심한습윤","여름",501.6,14.8,23.4,12.5,61.6,30.4,26,56.99,6.3,"한강","횡성"
"경상남도",0.087,"정상","여름",537.8,14.5,23.2,9.6,70.6,25.6,84,99.89,38.95,"낙동강","남강"
"전라북도",0.552,"정상","여름",435.7,14.6,21.1,6.6,81.5,27.1,59,20.25,0.84,"영섬","부안"
"경상북도",0.546,"정상","여름",384.1,14.6,24,9.8,59.5,28.4,72,4.76,0.27,"낙동강","보현산"
"경상북도",0.546,"정상","여름",384.1,14.6,24,9.8,59.5,28.4,72,44.86,9.12,"낙동강","영천"
"경상남도",0.047,"정상","여름",415,14.6,23.9,8.6,66.3,29.2,68,29.75,1.36,"낙동강","밀양"
"경상남도",0.641,"정상","여름",448.6,14.6,23.4,8.6,67.6,28.4,52,298.21,10,"낙동강","합천"
"충청북도",0.364,"정상","여름",372,14.7,23.4,8.9,62.9,27.5,64,864.46,85.92,"금강","대청"
"전라북도",0.238,"정상","여름",507.9,14.6,20.7,8.1,74,28.5,57,391.57,12.83,"영섬","용담"
"전라남도",-0.458,"정상","여름",440.2,14.5,22.7,7.1,78.4,26.5,63,49.66,4.19,"영섬","장흥"
"대구광역시",0.766,"정상","여름",391.7,14.6,24.7,10.6,55.3,28.8,33,16.44,0.73,"낙동강","군위"
"광주광역시",0.108,"정상","여름",434.8,14.5,22.9,8.8,78.6,26.6,74,4.11,0.37,"영섬","평림"
"충청남도",0.552,"정상","여름",410,14.6,20.7,8.3,93.3,29.2,26,47.84,3.54,"금강","보령"
"경상남도",1.41,"보통습윤","여름",1025.5,14.5,23.4,9.9,80.9,27.3,75,9.2,0.32,"낙동강","구천"
"경상남도",1.41,"보통습윤","여름",1025.5,14.5,23.4,9.9,80.9,27.3,75,4.42,0.04,"낙동강","연초"
"경상북도",0.905,"정상","여름",491.7,14.7,22.4,11.6,63.1,33.4,8,0.27,0.15,"낙동강","영주"
"경상북도",0.674,"정상","여름",387.9,14.7,23.7,12.4,62.9,30.9,14,546.09,33.04,"낙동강","안동"
"경상북도",0.674,"정상","여름",387.9,14.7,23.7,12.4,62.9,30.9,14,298.8,26.03,"낙동강","임하"
"전라북도",0.221,"정상","여름",507.9,14.6,20.2,10.4,68.1,31.7,56,390.67,12.77,"영섬","용담"
"경상북도",0.626,"정상","여름",387.9,14.7,24.1,13.1,50,31.7,13,543.4,33.02,"낙동강","안동"
"경상북도",0.626,"정상","여름",387.9,14.7,24.1,13.1,50,31.7,13,296.56,26.07,"낙동강","임하"
"충청북도",0.34,"정상","여름",371.2,14.7,24.1,10.6,50.3,28.8,65,857.49,85.89,"금강","대청"
"광주광역시",0.079,"정상","여름",434,14.5,24.1,12.1,61.6,30.7,73,4.09,0.37,"영섬","평림"
"강원도",1.392,"보통습윤","여름",501.6,14.8,23.6,13.1,55.6,31.7,26,56.61,4.76,"한강","횡성"
"충청남도",0.537,"정상","여름",403.8,14.7,21,8.2,91.8,30.6,27,47.58,3.62,"금강","보령"
"경상북도",0.863,"정상","여름",491.7,14.7,22.8,13.6,51.8,33.2,8,0.27,0.14,"낙동강","영주"
"전라남도",-0.478,"정상","여름",440,14.5,23.2,10.9,68,28.8,56,49.35,4.29,"영섬","장흥"
"경상북도",0.522,"정상","여름",384.1,14.6,24.2,12.5,52.5,31.4,71,4.74,0.27,"낙동강","보현산"
"경상북도",0.522,"정상","여름",384.1,14.6,24.2,12.5,52.5,31.4,71,44.44,9.13,"낙동강","영천"
"경상남도",0.623,"정상","여름",448.6,14.6,24.1,12.7,53.5,30.9,49,297.53,9.98,"낙동강","합천"
"대구광역시",0.75,"정상","여름",391.7,14.6,25.4,13,42.4,30.8,32,16.38,0.73,"낙동강","군위"
"경상남도",0.034,"정상","여름",415,14.6,24.9,12.3,52.9,32.8,68,29.65,1.35,"낙동강","밀양"
"전라북도",0.517,"정상","여름",435.2,14.6,21.7,9.9,74.1,30.3,59,20.17,0.8,"영섬","부안"
"경상남도",1.387,"보통습윤","여름",1025.5,14.5,24.5,11.4,69.4,30.3,75,9.18,0.31,"낙동강","구천"
"경상남도",1.387,"보통습윤","여름",1025.5,14.5,24.5,11.4,69.4,30.3,75,4.42,0.04,"낙동강","연초"
"경상남도",0.073,"정상","여름",537.8,14.5,23.6,12.4,60.9,29.6,70,97.28,38.81,"낙동강","남강"
"경상북도",0.517,"정상","여름",779.5,14.3,29.3,11.8,70.4,40.2,14,0.3,0.76,"낙동강","영주"
"충청남도",0.584,"정상","여름",693.2,14.3,29.9,7.4,78.8,35.5,21,73.64,3.75,"금강","보령"
"전라남도",-0.544,"정상","여름",661.5,14.1,28.1,0.8,79.3,31.8,45,57.9,3,"영섬","장흥"
"경상남도",0.215,"정상","여름",875.3,14.2,27.8,6.3,71,35.7,36,113.18,40.29,"낙동강","남강"
"전라북도",0.593,"정상","여름",731.3,14.2,30.2,6.4,64,37.2,58,30.86,0.88,"영섬","부안"
"강원도",0.618,"정상","여름",788.8,14.4,29.5,11.2,65.5,36,16,51.09,3.49,"한강","횡성"
"광주광역시",-0.202,"정상","여름",657.5,14.1,29.7,7.2,75.3,35.8,57,6.08,0.4,"영섬","평림"
"강원도",0.578,"정상","여름",786.3,14.4,29.7,8.6,69.3,36.3,16,50.91,2.82,"한강","횡성"
"전라북도",0.58,"정상","여름",730.8,14.2,30,10.1,66.9,39,57,30.8,0.9,"영섬","부안"
"충청남도",0.518,"정상","여름",691.9,14.2,29.1,8.1,83.6,37.4,23,73.42,3.68,"금강","보령"
"전라북도",-0.001,"정상","여름",717.9,14.2,27.5,9.6,68.3,39.7,25,487.61,12.87,"영섬","용담"
"경상북도",0.494,"정상","여름",778,14.3,29.2,9.2,69,40.4,13,0.29,0.61,"낙동강","영주"
"경상북도",0.369,"정상","여름",596.2,14.2,31.2,12.9,58.1,37.6,60,11.33,0.34,"낙동강","보현산"
"경상북도",0.369,"정상","여름",596.2,14.2,31.2,12.9,58.1,37.6,60,70.44,7.96,"낙동강","영천"
"경상남도",1.261,"보통습윤","여름",1511.5,14.1,29.6,11.3,82.8,36.8,18,9.11,0.35,"낙동강","구천"
"경상남도",1.261,"보통습윤","여름",1511.5,14.1,29.6,11.3,82.8,36.8,18,4.27,0.2,"낙동강","연초"
"경상남도",0.291,"정상","여름",715.4,14.2,30.1,11.9,64,41.5,34,374.52,9.07,"낙동강","합천"
"대구광역시",0.563,"정상","여름",625.6,14.2,32.2,13,49,40.5,21,31.1,0.88,"낙동강","군위"
"충청북도",0.31,"정상","여름",668,14.3,30.9,10.6,59,34.4,58,903.67,39.89,"금강","대청"
"경상남도",-0.263,"정상","여름",627.4,14.2,30.2,11.2,68,40.4,100,50.01,2.63,"낙동강","밀양"
"경상남도",0.215,"정상","여름",875.3,14.1,28.6,11.8,69.1,38.6,32,110.88,40.18,"낙동강","남강"
"전라남도",-0.595,"정상","여름",661.5,14.1,28.4,6.8,80.3,35.3,40,57.62,2.79,"영섬","장흥"
"경상북도",0.162,"정상","여름",560.8,14.3,30.9,10.7,66.1,39.9,29,697.2,6.03,"낙동강","안동"
"경상북도",0.162,"정상","여름",560.8,14.3,30.9,10.7,66.1,39.9,29,367.06,41.85,"낙동강","임하"
"경상북도",0.146,"정상","여름",560.8,14.2,32,12.6,64.8,40.8,28,697.2,5.89,"낙동강","안동"
"경상북도",0.146,"정상","여름",560.8,14.2,32,12.6,64.8,40.8,28,363.31,41.83,"낙동강","임하"
"대구광역시",0.538,"정상","여름",625.6,14.2,32.2,11.4,54.1,41.3,20,31.02,0.87,"낙동강","군위"
"전라북도",0.574,"정상","여름",730.8,14.2,29.8,12.9,72,39.7,53,30.71,0.94,"영섬","부안"
"충청남도",0.499,"정상","여름",691.9,14.2,28.9,9.3,90,37.7,23,73.16,3.83,"금강","보령"
"전라북도",-0.006,"정상","여름",717.9,14.2,28.3,11.6,69.5,38,25,486.57,12.73,"영섬","용담"
"경상북도",0.465,"정상","여름",778,14.3,29.8,13.3,64.4,42.2,13,0.29,0.5,"낙동강","영주"
"전라남도",-0.608,"정상","여름",661.5,14.1,27.4,3.6,87.5,33.1,44,57.45,2.97,"영섬","장흥"
"경상남도",-0.281,"정상","여름",627.4,14.2,30.9,12.3,67.5,42,100,49.79,2.59,"낙동강","밀양"
"충청북도",0.273,"정상","여름",668,14.2,31.6,12.9,60,37,58,901.47,39.87,"금강","대청"
"경상남도",1.248,"보통습윤","여름",1511.5,14.1,29.6,12.9,87.5,37.8,18,9.08,0.34,"낙동강","구천"
"경상남도",1.248,"보통습윤","여름",1511.5,14.1,29.6,12.9,87.5,37.8,18,4.25,0.21,"낙동강","연초"
"강원도",0.538,"정상","여름",786.3,14.3,30.6,12.5,67.3,38.2,16,50.78,2.19,"한강","횡성"
"광주광역시",-0.225,"정상","여름",657.5,14.1,30.5,12.4,74.6,39.9,56,6.05,0.4,"영섬","평림"
"전라북도",0.339,"정상","봄",475.4,14,17.9,10.5,70.4,22.2,79,405.45,13.1,"영섬","용담"
"광주광역시",0.505,"정상","봄",398.9,14,20.9,11.6,69,23.9,84,4.55,0.37,"영섬","평림"
"경상남도",0.305,"정상","봄",440.7,14,19,12.1,64.4,21,92,142.96,55.62,"낙동강","남강"
"충청남도",1.166,"보통습윤","봄",386.3,14.1,17,9.7,90,21,59,49.44,2.98,"금강","보령"
"경상북도",1.512,"심한습윤","봄",446.4,14.1,18.1,11.4,69.4,24.5,38,0.41,3.85,"낙동강","영주"
"경상남도",1.343,"보통습윤","봄",832.4,14,20.7,12,67.1,23.7,65,9.37,0.55,"낙동강","구천"
"경상남도",1.343,"보통습윤","봄",832.4,14,20.7,12,67.1,23.7,65,4.45,0.18,"낙동강","연초"
"경상남도",1.063,"보통습윤","봄",386.7,14,20.4,11.6,62.1,24.3,56,304.68,4.98,"낙동강","합천"
"전라북도",1.006,"보통습윤","봄",419.8,14,18.1,8.9,77.1,21.9,67,22.14,0.74,"영섬","부안"
"대구광역시",1.099,"보통습윤","봄",320.7,14,22.2,12,55.8,25.7,47,17.68,0.4,"낙동강","군위"
"경상북도",1.247,"보통습윤","봄",348.3,14.1,19.7,10.1,68,23.1,55,591.35,28.53,"낙동강","안동"
"경상북도",1.247,"보통습윤","봄",348.3,14.1,19.7,10.1,68,23.1,55,345.35,10.02,"낙동강","임하"
"충청북도",0.916,"정상","봄",346.7,14.1,20.4,9.6,66.1,21.9,82,1027.47,101.69,"금강","대청"
"경상북도",1.069,"보통습윤","봄",328.9,14,20.7,12.2,62.3,22.6,59,5.2,0.26,"낙동강","보현산"
"경상북도",1.069,"보통습윤","봄",328.9,14,20.7,12.2,62.3,22.6,59,56.23,7.55,"낙동강","영천"
"전라남도",0.154,"정상","봄",403.6,13.9,18.9,9.7,76.8,21.4,77,55.78,1.91,"영섬","장흥"
"경상남도",0.525,"정상","봄",351,14,20.7,11.7,62.1,25.1,13,30.38,1.08,"낙동강","밀양"
"강원도",0.798,"정상","봄",315,14.2,18.7,8.5,75.9,21.5,51,55.23,3.73,"한강","횡성"
"경상북도",1.259,"보통습윤","봄",348.3,14.1,23,10.1,60.4,26.2,54,591.68,28.68,"낙동강","안동"
"경상북도",1.259,"보통습윤","봄",348.3,14.1,23,10.1,60.4,26.2,54,345.54,10.03,"낙동강","임하"
"충청북도",0.915,"정상","봄",346.5,14.1,24,8.3,57,23.5,78,1025.09,82.03,"금강","대청"
"강원도",0.797,"정상","봄",315,14.2,22.3,8.7,65,24.3,50,55.32,3.75,"한강","횡성"
"전라북도",0.342,"정상","봄",475.7,14.1,20.9,6.4,69.6,22.5,78,406.14,13.29,"영섬","용담"
"전라북도",1.004,"보통습윤","봄",419.8,14.1,23.3,5.4,66.8,25.9,66,22.22,0.78,"영섬","부안"
"전라남도",0.141,"정상","봄",403.6,14,20,6.7,83.6,21.7,77,55.89,1.96,"영섬","장흥"
"경상남도",0.51,"정상","봄",351,14,23.2,9.2,62.1,27,16,30.44,1.13,"낙동강","밀양"
"경상남도",1.06,"보통습윤","봄",386.7,14,22.5,7.9,64.3,26.6,54,305.52,5.01,"낙동강","합천"
"경상북도",1.067,"보통습윤","봄",328.9,14.1,24.1,9.3,55.4,24.4,57,5.22,0.26,"낙동강","보현산"
"경상북도",1.067,"보통습윤","봄",328.9,14.1,24.1,9.3,55.4,24.4,57,56.23,7.47,"낙동강","영천"
"경상남도",1.316,"보통습윤","봄",832.4,14,22,8.1,75.3,26.9,64,9.37,0.45,"낙동강","구천"
"경상남도",1.316,"보통습윤","봄",832.4,14,22,8.1,75.3,26.9,64,4.44,0.18,"낙동강","연초"
"충청남도",1.15,"보통습윤","봄",386.3,14.1,23.1,5.7,73.6,22.7,59,49.48,3.01,"금강","보령"
"경상북도",1.528,"심한습윤","봄",446.4,14.1,21.8,9.9,62.3,28.8,37,0.41,4.28,"낙동강","영주"
"광주광역시",0.487,"정상","봄",398.9,14,23.9,6.7,72.9,25.9,84,4.56,0.37,"영섬","평림"
"대구광역시",1.098,"보통습윤","봄",320.7,14.1,24.6,8.9,53.6,28.5,45,17.72,0.4,"낙동강","군위"
"경상남도",0.286,"정상","봄",441,14,20.4,7.8,72.4,22.2,92,142.96,40.11,"낙동강","남강"
"충청북도",0.891,"정상","봄",346.9,14.1,25.3,0,73.4,22.4,84,1023.91,61.99,"금강","대청"
"경상남도",0.953,"정상","여름",442.1,14.5,21.4,4.5,67.5,24.5,51,301.78,7.98,"낙동강","합천"
"전라북도",0.419,"정상","여름",506.4,14.5,19.6,7,74.5,23.8,59,397.22,12.83,"영섬","용담"
"대구광역시",1.204,"보통습윤","여름",390.2,14.6,20.1,8,64.1,25.9,35,16.82,0.74,"낙동강","군위"
"강원도",1.657,"심한습윤","여름",499.4,14.8,19.9,2.9,73.6,23.2,28,61.41,8.34,"한강","횡성"
"전라북도",0.391,"정상","여름",506.4,14.6,19.9,10.2,71.9,28.8,58,396.54,12.85,"영섬","용담"
"충청남도",0.895,"정상","여름",408.4,14.6,21.7,5.2,89.4,28,23,49.61,3.35,"금강","보령"
"경상북도",1.236,"보통습윤","여름",492,14.7,18.2,0,69,24.7,9,0.27,0.21,"낙동강","영주"
"경상남도",0.918,"정상","여름",442.1,14.6,21.7,6.2,61,25.9,51,301.37,8.01,"낙동강","합천"
"경상북도",1.016,"보통습윤","여름",387.9,14.7,19.1,1.4,68.3,25.6,17,560.3,33.04,"낙동강","안동"
"경상북도",1.016,"보통습윤","여름",387.9,14.7,19.1,1.4,68.3,25.6,17,311.76,26.07,"낙동강","임하"
"광주광역시",0.257,"정상","여름",421.8,14.5,22.8,10.5,69.6,30,75,4.25,0.38,"영섬","평림"
